NUM	SMOL RUNICODE	ALT DESCRIPTION	"LANG FAMILY
"	UNICODE	"HTML ENTITIES

"
1371	110011	SINGLE LOW-9 QUOTATION MARK	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x o
    <tspan x=""10"" y=„30""></tspan>o x x
    <tspan x=""10"" y=""45""></tspan>
  </text>110011
</svg>"
1372	00000000 0 1010	˘ breve	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 1010
</svg>"
1373	00000000 0 110011	˛ ogonek	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x o
    <tspan x=""10"" y=„30""></tspan>o x x
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 110011
</svg>"
1374	00000000 0 010	¸ cedilla	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 010
</svg>"
1375	00000000 0 1	˝ DOUBLE ACUTE ACCENT	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=""fill:black;"">x
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 1
</svg>"
1376	111111 1100	Ω GREEK CAPITAL LETTER OMEGA	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x o
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 1100
</svg>"
1377	0000000 0 01010	ˇ Caron	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>x o
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 01010
</svg>"
1378	111111 001	¨ DIAERESIS	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o x
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 001
</svg>"
1379	00000000 0 001	Á CAPITAL LETTER A WITH ACUTE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o x
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 001
</svg>"
1380	10001	⁄ FRACTION SLASH	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x
    <tspan x=""10"" y=""45""></tspan>
  </text>10001
</svg>"
1381	00000000 0 00	Û CAPITAL LETTER U WITH CIRCUMFLEX	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 00
</svg>"
1382	111111 01010	± PLUS-MINUS SIGN	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>x o
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 01010
</svg>"
1383	111111 0011	• bullet	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o x
    <tspan x=""10"" y=""30""></tspan>x
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 0011
</svg>"
1384	111111 11111	ø SMALL LETTER O WITH STROKE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 11111
</svg>"
1385	00000000 0 111	Ø CAPITAL LETTER O WITH STROKE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45“></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 111
</svg>"
1386	1000101 0110	π SMALL LETTER phi	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x x
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 0110
</svg>"
1387	1000101 0110	∏ N-ARY PRODUCT	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x x
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 0110
</svg>"
1388	1000101 11111	∅ EMPTY SET	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 11111
</svg>"
1389	A2:01	A - piano key 1 of 88 [subcontra-octave] 	MusicTypewriter+		
1390	AIS2:02	au - piano key 2 of 88 [subcontra-octave]	MusicTypewriter+		
1391	Bb2:02	ub - piano key 2 of 88 [subcontra-octave]	MusicTypewriter+		
1392	B2:03	B - piano key 3 of 88 [subcontra-octave]	MusicTypewriter+		
1393	C1:04	C - piano key 4 of 88 [contra-octave]	MusicTypewriter+		
1394	CIS1:05	ca - piano key 5 of 88 [contra-octave]	MusicTypewriter+		
1395	DES1:05	ad - piano key 5 of 88 [contra-octave]	MusicTypewriter+		
1396	D1:06	D - piano key 6 of 88 [contra-octave]	MusicTypewriter+		
1397	DIS1:07	de - piano key 7 of 88 [contra-octave]	MusicTypewriter+		
1398	ES1:07	ee - piano key 7 of 88 [contra-octave]	MusicTypewriter+		
1399	E1:08	E - piano key 8 of 88 [contra-octave]	MusicTypewriter+		
1400	F1:09	F - piano key 9 of 88 [contra-octave]	MusicTypewriter+		
1401	FIS1:10	fi - piano key 10 of 88 [contra-octave]	MusicTypewriter+		
1402	GES1:10	ig - piano key 10 of 88 [contra-octave]	MusicTypewriter+		
1403	G1:11	G - piano key 11 of 88 [contra-octave]	MusicTypewriter+		
1404	GIS1:12	go - piano key 12 of 88 [contra-octave]	MusicTypewriter+		
1405	AS1:12	oh - piano key 12 of 88 [contra-octave]	MusicTypewriter+		
1406	A1:13	H - piano key 13 of 88 [contra-octave]	MusicTypewriter+		
1407	AIS1:14	hu - piano key 14 of 88 [contra-octave]	MusicTypewriter+		
1408	Bb1:14	ui - piano key 14 of 88 [contra-octave]	MusicTypewriter+		
1409	B1:15	I - piano key 15 of 88 [contra-octave]	MusicTypewriter+		
1410	C:16	J - piano key 16 of 88 [big-octave]	MusicTypewriter+		
1411	CIS:17	ja - piano key 17 of 88 [big-octave]	MusicTypewriter+		
1412	DES:17	ak - piano key 17 of 88 [big-octave]	MusicTypewriter+		
1413	D:18	K - piano key 18 of 88 [big-octave]	MusicTypewriter+		
1414	DIS:19	ke - piano key 19 of 88 [big-octave]	MusicTypewriter+		
1415	ES:19	el - piano key 19 of 88 [big-octave]	MusicTypewriter+		
1416	E:20	L - piano key 20 of 88 [big-octave]	MusicTypewriter+		
1417	F:21	M - piano key 21 of 88 [big-octave]	MusicTypewriter+		
1418	FIS:22	mi - piano key 22 of 88 [big-octave]	MusicTypewriter+		
1419	GES:22	in - piano key 22 of 88 [big-octave]	MusicTypewriter+		
1420	G:23	N - piano key 23 of 88 [big-octave]	MusicTypewriter+		
1421	GIS:24	no - piano key 24 of 88 [big-octave]	MusicTypewriter+		
1422	AS:24	oo - piano key 24 of 88 [big-octave]	MusicTypewriter+		
1423	A:25	O - piano key 25 of 88 [big-octave]	MusicTypewriter+		
1424	AIS:26	ou - piano key 26 of 88 [big-octave]	MusicTypewriter+		
1425	Bb:26	up - piano key 26 of 88 [big-octave]	MusicTypewriter+		
1426	B:27	P - piano key 27 of 88 [big-octave]	MusicTypewriter+		
1427	c:28	Q - piano key 28 of 88 [small-octave]	MusicTypewriter+		
1428	cis:29	qua - piano key 29 of 88 [small-octave]	MusicTypewriter+		
1429	des:29	ar - piano key 29 of 88 [small-octave]	MusicTypewriter+		
1430	d:30	R - piano key 30 of 88 [small-octave]	MusicTypewriter+		
1431	dis:31	re - piano key 31 of 88 [small-octave]	MusicTypewriter+		
1432	es:31	es - piano key 31 of 88 [small-octave]	MusicTypewriter+		
1433	e:32	S - piano key 32 of 88 [small-octave]	MusicTypewriter+		
1434	f:33	T - piano key 33 of 88 [small-octave]	MusicTypewriter+		
1435	fis:34	ti - piano key 34 of 88 [small-octave]	MusicTypewriter+		
1436	ges:34	iu - piano key 34 of 88 [small-octave]	MusicTypewriter+		
1437	g:35	U - piano key 35 of 88 [small-octave]	MusicTypewriter+		
1438	gis:36	uo - piano key 36 of 88 [small-octave]	MusicTypewriter+		
1439	as:36	ov - piano key 36 of 88 [small-octave]	MusicTypewriter+		
1440	a:37	V - piano key 37 of 88 [small-octave]	MusicTypewriter+		
1441	ais:38	vu - piano key 38 of 88 [small-octave]	MusicTypewriter+		
1442	bb:38	uw - piano key 38 of 88 [small-octave]	MusicTypewriter+		
1443	b:39	W - piano key 39 of 88 [small-octave]	MusicTypewriter+		
1444	c1:40	X - piano key 40 of 88 [one-line-octave]	MusicTypewriter+		
1445	cis1:41	xa - piano key 41 of 88 [one-line-octave]	MusicTypewriter+		
1446	des1:41	ay - piano key 41 of 88 [one-line-octave]	MusicTypewriter+		
1447	d1:42	Y - piano key 42 of 88 [one-line-octave]	MusicTypewriter+		
1448	dis1:43	ye - piano key 43 of 88 [one-line-octave]	MusicTypewriter+		
1449	es1:43	ez - piano key 43 of 88 [one-line-octave]	MusicTypewriter+		
1450	e1:44	Z - piano key 44 of 88 [one-line-octave]	MusicTypewriter+		
1451	f1:45	a - piano key 45 of 88 [one-line-octave]	MusicTypewriter+		
1452	fis1:46	ai - piano key 46 of 88 [one-line-octave]	MusicTypewriter+		
1453	ges1:46	ib - piano key 46 of 88 [one-line-octave]	MusicTypewriter+		
1454	g1:47	b - piano key 47 of 88 [one-line-octave]	MusicTypewriter+		
1455	gis1:48	bo - piano key 48 of 88 [one-line-octave]	MusicTypewriter+		
1456	as1:48	oc - piano key 48 of 88 [one-line-octave]	MusicTypewriter+		
1457	a1:49	c - piano key 49 of 88 [one-line-octave]	MusicTypewriter+		
1458	ais1:50	cu - piano key 50 of 88 [one-line-octave]	MusicTypewriter+		
1459	bb1:50	ud - piano key 50 of 88 [one-line-octave]	MusicTypewriter+		
1460	b1:51	d - piano key 51 of 88 [one-line-octave]	MusicTypewriter+		
1461	c2:52	e - piano key 52 of 88 [two-line-octave]	MusicTypewriter+		
1462	cis2:53	ea - piano key 53 of 88 [two-line-octave]	MusicTypewriter+		
1463	des2:53	af - piano key 53 of 88 [two-line-octave]	MusicTypewriter+		
1464	d2:54	f - piano key 54 of 88 [two-line-octave]	MusicTypewriter+		
1465	dis2:55	fe - piano key 55 of 88 [two-line-octave]	MusicTypewriter+		
1466	es2:55	eg - piano key 55 of 88 [two-line-octave]	MusicTypewriter+		
1467	e2:56	g - piano key 56 of 88 [two-line-octave]	MusicTypewriter+		
1468	f2:57	h - piano key 57 of 88 [two-line-octave]	MusicTypewriter+		
1469	fis2:58	hi - piano key 58 of 88 [two-line-octave]	MusicTypewriter+		
1470	ges2:58	ii - piano key 58 of 88 [two-line-octave]	MusicTypewriter+		
1471	g2:59	i - piano key 59 of 88 [two-line-octave]	MusicTypewriter+		
1472	gis2:60	io - piano key 60 of 88 [two-line-octave]	MusicTypewriter+		
1473	as2:60	oj - piano key 60 of 88 [two-line-octave]	MusicTypewriter+		
1474	a2:61	j - piano key 61 of 88 [two-line-octave]	MusicTypewriter+		
1475	ais2:62	ju - piano key 62 of 88 [two-line-octave]	MusicTypewriter+		
1476	bb2:62	uk - piano key 62 of 88 [two-line-octave]	MusicTypewriter+		
1477	b2:63	k - piano key 63 of 88 [two-line-octave]	MusicTypewriter+		
1478	c3:64	l - piano key 64 of 88 [three-line-octave]	MusicTypewriter+		
1479	cis3:65	la - piano key 65 of 88 [three-line-octave]	MusicTypewriter+		
1480	des3:65	am - piano key 65 of 88 [three-line-octave]	MusicTypewriter+		
1481	d3:66	m - piano key 66 of 88 [three-line-octave]	MusicTypewriter+		
1482	dis3:67	me - piano key 67 of 88 [three-line-octave]	MusicTypewriter+		
1483	es3:67	en - piano key 67 of 88 [three-line-octave]	MusicTypewriter+		
1484	e3:68	n - piano key 68 of 88 [three-line-octave]	MusicTypewriter+		
1485	f3:69	o - piano key 69 of 88 [three-line-octave]	MusicTypewriter+		
1486	fis3:70	oi - piano key 70 of 88 [three-line-octave]	MusicTypewriter+		
1487	ges3:70	ip - piano key 70 of 88 [three-line-octave]	MusicTypewriter+		
1488	g3:71	p - piano key 71 of 88 [three-line-octave]	MusicTypewriter+		
1489	gis3:72	po - piano key 72 of 88 [three-line-octave]	MusicTypewriter+		
1490	as3:72	oq - piano key 72 of 88 [three-line-octave]	MusicTypewriter+		
1491	a3:73	q - piano key 73 of 88 [three-line-octave]	MusicTypewriter+		
1492	ais3:74	qu - piano key 74 of 88 [three-line-octave]	MusicTypewriter+		
1493	bb3:74	ur - piano key 74 of 88 [three-line-octave]	MusicTypewriter+		
1494	b3:75	r - piano key 75 of 88 [three-line-octave]	MusicTypewriter+		
1495	c4:76	s - piano key 76 of 88 [four-line-octave]	MusicTypewriter+		
1496	cis4:77	sa - piano key 77 of 88 [four-line-octave]	MusicTypewriter+		
1497	des4:77	at - piano key 77 of 88 [four-line-octave]	MusicTypewriter+		
1498	d4:78	t - piano key 78 of 88 [four-line-octave]	MusicTypewriter+		
1499	dis4:79	te - piano key 79 of 88 [four-line-octave]	MusicTypewriter+		
1500	es4:79	eu - piano key 79 of 88 [four-line-octave]	MusicTypewriter+		
1501	e4:80	u - piano key 80 of 88 [four-line-octave]	MusicTypewriter+		
1502	f4:81	v - piano key 81 of 88 [four-line-octave]	MusicTypewriter+		
1503	fis4:82	vi - piano key 82 of 88 [four-line-octave]	MusicTypewriter+		
1504	ges4:82	iw - piano key 82 of 88 [four-line-octave]	MusicTypewriter+		
1505	g4:83	w - piano key 83 of 88 [four-line-octave]	MusicTypewriter+		
1506	gis4:84	wo - piano key 84 of 88 [four-line-octave]	MusicTypewriter+		
1507	as4:84	ox - piano key 84 of 88 [four-line-octave]	MusicTypewriter+		
1508	a4:85	x - piano key 85 of 88 [four-line-octave]	MusicTypewriter+		
1509	ais4:86	xu - piano key 86 of 88 [four-line-octave]	MusicTypewriter+		
1510	bb4:86	uy - piano key 86 of 88 [four-line-octave]	MusicTypewriter+		
1511	b4:87	y - piano key 87 of 88 [four-line-octave]	MusicTypewriter+		
1512	c5:88	z - piano key 88 of 88 [five-line-octave]	MusicTypewriter+		
1513	A2=1∕2*A1	A - piano key 1 of 88 [subcontra-octave] 	MusicTypewriter+		
1514	AIS2=25/24*A2	au - piano key 2 of 88 [subcontra-octave]	MusicTypewriter+		
1515	Bb2=24/25*B2	ub - piano key 2 of 88 [subcontra-octave]	MusicTypewriter+		
1516	B2=9/8*A2	B - piano key 3 of 88 [subcontra-octave]	MusicTypewriter+		
1517	C1=1/2*C	C - piano key 4 of 88 [contra-octave]	MusicTypewriter+		
1518	CIS1=25/24*C1	ca - piano key 5 of 88 [contra-octave]	MusicTypewriter+		
1519	DES1=24/25*D1	ad - piano key 5 of 88 [contra-octave]	MusicTypewriter+		
1520	D1=9/8*C1	D - piano key 6 of 88 [contra-octave]	MusicTypewriter+		
1521	DIS1=25/24*C1	de - piano key 7 of 88 [contra-octave]	MusicTypewriter+		
1522	ES1=24/25*E1	ee - piano key 7 of 88 [contra-octave]	MusicTypewriter+		
1523	E1=10/9*D1	E - piano key 8 of 88 [contra-octave]	MusicTypewriter+		
1524	F1=16/15*E1	F - piano key 9 of 88 [contra-octave]	MusicTypewriter+		
1525	FIS1=25/24*F1	fi - piano key 10 of 88 [contra-octave]	MusicTypewriter+		
1526	GES1=24/25*G1	ig - piano key 10 of 88 [contra-octave]	MusicTypewriter+		
1527	G1=9/8*F1	G - piano key 11 of 88 [contra-octave]	MusicTypewriter+		
1528	GIS1=25/24*G1	go - piano key 12 of 88 [contra-octave]	MusicTypewriter+		
1529	AS1=24/25*A1	oh - piano key 12 of 88 [contra-octave]	MusicTypewriter+		
1530	A1=1/2*A	H - piano key 13 of 88 [contra-octave]	MusicTypewriter+		
1531	AIS1=25/24*A1	hu - piano key 14 of 88 [contra-octave]	MusicTypewriter+		
1532	Bb1=24/25*B1	ui - piano key 14 of 88 [contra-octave]	MusicTypewriter+		
1533	B1=9/8*A1	I - piano key 15 of 88 [contra-octave]	MusicTypewriter+		
1534	C=1/2*c	J - piano key 16 of 88 [big-octave]	MusicTypewriter+		
1535	CIS=25/24*C	ja - piano key 17 of 88 [big-octave]	MusicTypewriter+		
1536	DES=24/25*D	ak - piano key 17 of 88 [big-octave]	MusicTypewriter+		
1537	D=9/8*C	K - piano key 18 of 88 [big-octave]	MusicTypewriter+		
1538	DIS=25/24*D	ke - piano key 19 of 88 [big-octave]	MusicTypewriter+		
1539	ES=24/25*E	el - piano key 19 of 88 [big-octave]	MusicTypewriter+		
1540	E=10/9*D	L - piano key 20 of 88 [big-octave]	MusicTypewriter+		
1541	F=16/15*E	M - piano key 21 of 88 [big-octave]	MusicTypewriter+		
1542	FIS=25/24*F	mi - piano key 22 of 88 [big-octave]	MusicTypewriter+		
1543	GES=24/25*G	in - piano key 22 of 88 [big-octave]	MusicTypewriter+		
1544	G=9/8*F	N - piano key 23 of 88 [big-octave]	MusicTypewriter+		
1545	GIS=25/24*G	no - piano key 24 of 88 [big-octave]	MusicTypewriter+		
1546	AS=24/25*A	oo - piano key 24 of 88 [big-octave]	MusicTypewriter+		
1547	A=1/2*a	O - piano key 25 of 88 [big-octave]	MusicTypewriter+		
1548	AIS=25/24*A	ou - piano key 26 of 88 [big-octave]	MusicTypewriter+		
1549	Bb=24/25*B	up - piano key 26 of 88 [big-octave]	MusicTypewriter+		
1550	B=9/8*A	P - piano key 27 of 88 [big-octave]	MusicTypewriter+		
1551	c=1/2*c1	Q - piano key 28 of 88 [small-octave]	MusicTypewriter+		
1552	cis=25/24*c	qua - piano key 29 of 88 [small-octave]	MusicTypewriter+		
1553	des=24/25*d	ar - piano key 29 of 88 [small-octave]	MusicTypewriter+		
1554	d=9/8*c	R - piano key 30 of 88 [small-octave]	MusicTypewriter+		
